trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9953210890136494}",30,0,-138.33976363526529,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9949333706665338}",20,0,-48.68224457545632,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.9945137011005496}",25,0,-75.54543144813391,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9940594778016596}",25,0,-172.43721720397969,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
187,False,"{'a': 0.5, 'e': 0.9935678915330813}",30,0,-54.298984508189065,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.993035910822238}",35,0,-176.02266721602192,"{0: 21, 1: 5, 2: 6, 3: 0, 4: 3}",0
189,False,"{'a': 0.5, 'e': 0.9924602654416266}",30,0,-198.38044509098893,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.9918374288468401}",30,0,-206.11319634645815,"{0: 14, 1: 5, 2: 8, 3: 0, 4: 3}",0
191,False,"{'a': 0.5, 'e': 0.9911635995393923}",20,0,-126.55466492817388,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9904346813279084}",20,0,-79.32094541308074,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.9896462624689083}",30,0,-238.4048844482947,"{0: 11, 1: 6, 2: 10, 3: 0, 4: 3}",0
194,False,"{'a': 0.5, 'e': 0.9887935936781571}",20,0,-102.3446618938703,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.9878715650157258}",20,16,7.98288685818238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.9868746816628972}",35,0,-244.23213505108984,"{0: 19, 1: 5, 2: 6, 3: 1, 4: 4}",0
197,False,"{'a': 0.5, 'e': 0.9857970386273088}",30,0,-208.06160791229354,"{0: 14, 1: 3, 2: 7, 3: 5, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9846322944347244}",30,0,-138.42117373847663,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.9833736438921183}",30,0,-175.38270848269153,"{0: 16, 1: 3, 2: 6, 3: 4, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9820137900379085}",30,21,-4.090434614019534,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.980544915431807}",20,0,-61.26755717101722,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.9789586529795318}",20,15,2.350357353325456,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.977246056537196}",20,0,-145.81541507631277,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.9753975715972606}",25,0,-89.24983768664781,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.9734030064231342}",20,0,-188.07760059393962,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
206,False,"{'a': 0.5, 'e': 0.9712515040734601}",25,2,-128.5897759556356,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 2}",1
207,False,"{'a': 0.5, 'e': 0.9689315158403325}",25,0,-119.98061748034849,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9664307767185175}",25,0,-108.84116021705836,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.9637362836253517}",20,0,-76.26693758160032,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.9608342772032357}",25,0,-50.99154453710097,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.9577102281579662}",25,0,-24.830867141577116,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.9543488292155563}",20,0,-148.06312505339318,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9507339939159734}",25,0,-115.64066200359449,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.9468488636019363}",30,0,-76.29062123377633,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.9426758241011313}",25,0,-123.064124637,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9381965337364114}",25,0,-179.84163786948002,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9333919644249093}",20,0,-154.18349177185308,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.9282424577362487}",20,0,-73.71733149429038,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.9227277978633401}",20,0,-115.43159858259862,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.9168273035060777}",30,0,-210.03669673553443,"{0: 15, 1: 2, 2: 10, 3: 0, 4: 3}",1
221,False,"{'a': 0.5, 'e': 0.9105199406664386}",20,0,-210.1423539721108,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
222,False,"{'a': 0.5, 'e': 0.9037844582893072}",20,7,-60.454866339305816,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.8965995485417504}",25,0,-107.37019183010548,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.8889440332885924}",20,0,-24.98958222955774,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.8807970779778824}",25,3,-72.9852114665649,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.8721384336809187}",20,0,-132.9963343700346,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.8629487074245403}",25,0,-137.3397257531252,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.8532096601986177}",20,0,-83.48428626161791,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.8429045311145473}",20,0,-101.14668431678264,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.8320183851339245}",25,0,-136.66320513680577,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.8205384805926732}",20,0,-33.722310897244604,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.8084546514385325}",20,0,-72.84062703900607,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.7957596977159083}",20,0,-39.53356139050799,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.7824497764231125}",30,0,-203.2499177003487,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
235,False,"{'a': 0.5, 'e': 0.7685247834990176}",25,5,-62.518671991201614,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.753988716448948}",20,0,-38.53695244154422,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.738850006084249}",25,0,-111.3295470240625,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.7231218051243898}",30,7,-85.36561665513507,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
239,False,"{'a': 0.5, 'e': 0.7068222210935675}",20,0,-249.17699140070752,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
240,False,"{'a': 0.5, 'e': 0.6899744811276125}",25,5,-16.83912682669903,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.6726070170677605}",20,0,-52.47904275489083,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.6547534606063192}",20,0,-32.66305365691632,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.6364525402815664}",25,1,-77.83128516166522,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.617747874769249}",35,13,-21.96397766514226,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.598687660112452}",20,14,-2.7268747953754273,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.5793242521487494}",20,0,-156.4432266156796,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
247,False,"{'a': 0.5, 'e': 0.559713649267193}",25,0,-56.31441211159701,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.5399148845555657}",20,0,-38.78346005570024,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.5199893401555817}",20,0,-28.20588205360982,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.5}",35,21,-17.977116928123863,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.48001065984441815}",20,12,11.72341841916024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.4600851154444343}",25,0,-25.638372088187317,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.4402863507328071}",20,12,-39.27338678650984,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.5, 'e': 0.4206757478512505}",20,8,-31.69671251724212,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.401312339887548}",25,12,18.72242504235896,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.382252125230751}",20,16,6.31683144452093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.3635474597184336}",20,13,12.928897278846481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.3452465393936808}",25,0,9.962536837566976,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.3273929829322396}",20,14,13.256430026307424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.3100255188723875}",20,11,-3.723338377679332,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2931777789064324}",20,8,-30.78954384221975,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.27687819487561016}",30,0,6.097713954863238,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.2611499939157511}",30,20,14.116749589649404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.24601128355105184}",30,2,-45.36929586067616,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.23147521650098246}",25,3,39.611128134819104,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.21755022357688758}",25,2,10.647245047153602,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.20424030228409173}",20,0,-14.972673212390676,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.19154534856146743}",20,11,-11.735384016477443,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.1794615194073267}",30,16,21.156488905429107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.16798161486607555}",20,15,9.757674169621083,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.15709546888545267}",20,4,-14.921778205370291,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.14679033980138234}",30,0,-0.7311749535450083,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.13705129257545956}",30,19,20.607767821888515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.1278615663190813}",20,2,4.7987117686376415,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.11920292202211769}",20,0,4.789810855722903,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.1110559667114076}",20,5,23.295682086185018,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.10340045145824961}",20,0,-15.276154918700849,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.0962155417106928}",25,15,18.667343916138428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.0894800593335614}",25,18,12.390800021780121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.08317269649392234}",30,12,31.36108412739719,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.07727220213665986}",30,13,15.19687393588185,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.07175754226375142}",35,20,26.062068436540972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.06660803557509065}",20,14,9.89492407548401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.06180346626358857}",20,7,25.770140737016085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057324175898868734}",25,3,-8.876884351975605,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.05315113639806379}",20,14,10.44834827225236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.04926600608402676}",25,8,12.960903233245421,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.045651170784443806}",25,15,14.724508481813647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.04228977184203375}",20,8,20.501211070331394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.039165722796764335}",20,8,21.9628750258166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.036263716374648314}",25,8,28.667890916940724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.033569223281482485}",20,12,12.888807252508578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.031068484159667453}",20,11,18.243274288956194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.028748495926540052}",30,23,10.851975728620225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.026596993576865957}",20,3,28.988785495841416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.024602428402739518}",25,17,17.106640223474393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.022753943462804127}",25,15,17.537813771970185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.021041347020468337}",25,0,33.5774243498175,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.019455084568193115}",25,11,25.46308174638668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.01798620996209155}",20,15,10.92813012686262,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.016626356107881657}",30,8,42.47597917134935,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.015367705565275558}",30,15,28.232089988961857,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.01420296137269117}",20,16,8.118059098032646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.013125318337102843}",25,10,28.36353710713889,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.012128434984274294}",30,11,35.202707900387054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.011206406321842888}",20,8,20.236156833751362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.0103537375310917}",20,10,19.963018839475144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.00956531867209165}",25,5,33.597400329738925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,13,24.988645007666218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,31.15655358616965,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,3,34.030131393400175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,13.38193868275202,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,25.00755677536845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,13.291488704830792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,16.48789096373082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,17.444295206144528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,19.168366792454762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,33.56092951032965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",20,14,12.149758105782627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,21,28.451399799800548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,10,42.261161921772306,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,20,11.666319193814536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,15,20.54324727920942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,18,15.33803385648574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,16,17.144752471709495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,13,10.546849111026026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,24.282926289665003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,24,12.222211092932419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,0,35.963840991678076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,16,29.92115625398216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",30,15,25.93337014695322,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,20,10.167905916320583,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,11,21.50194462705325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,15,20.518666921157774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,16,18.112347876109425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,13,16.637107600586923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,8,36.743081508402625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,14,11.368261972840784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,15,10.761005987444081,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,9,20.698436221502273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,22,15.364210278131456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,10,19.104339449905403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,19,8.446956161990656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,12,15.87851247340938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,19,11.636242641696114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,0,27.196767189373674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,True,"{'a': 0, 'e': 0}",25,20,11.031097282428712,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,24,9.891076276553308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,17,14.863045750774262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,16,8.370077902403798,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",30,12,30.941961650609244,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,18,25.21964356175142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",30,11,35.96243221152037,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,20,8.680705462714778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",30,18,23.825761705396186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,15,17.480562374242567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",35,10,45.619881229011845,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,13,15.533377404940687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",30,11,37.58740669121249,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",25,5,36.19114516700689,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",35,7,50.76404684952651,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",30,18,26.338616141911693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",35,13,36.05717363540381,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,9,19.40726518381532,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",35,19,33.93768820021871,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",25,10,29.799750473216655,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,12,14.47672152695964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",35,17,33.54309862143641,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,5,27.818719784449172,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,14,23.703991814360524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",25,10,29.086694862845896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",25,12,24.21166230543878,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,10,22.28786502229954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",25,17,15.080416518264396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,12,14.227203836226574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
